date,place,title,visitor_name,type,organisation,gender,race,party,nationality,note
2017-09-07,White House,New Jersey Representative,Leonard Lance,U.S. politician,,White,White,Republican,,
2017-09-07,White House,New York Representative,Carolyn Maloney,U.S. politician,,White,White,Democrat,,
2017-09-07,White House,New York Representative,Donald Norcross,,,White,White,Democrat,,
2017-09-07,White House,New York Representative,Jerry Nadler,U.S. politician,,White,White,Democrat,,
2017-09-07,White House,New Jersey Representative,Frank Pallone,Union,,White,White,Democrat,,
2017-09-07,White House,New Jersey Representative,Donald Payne,U.S. politician,,White,White,Democrat,,
2017-09-07,White House,New Jersey Representative,Bill Pascrell,U.S. politician,,White,White,Democrat,,
2017-09-07,White House,New Jersey Representative,Albio Sires,U.S. politician,,White,White,Democrat,,
2017-09-07,White House,Speaker of the House,Paul Ryan,U.S. politician,,White,White,Republican,,
2017-09-08,White House,Guatemala Ambassador to the US,Manuel Alfredo Espina Pinto,,,Hispanic,Hispanic,,Guatemala,
2017-09-08,White House,Ambassador of Hungary to the US,Laszlo Szabo,,,White,White,,Hungary,
2017-09-08,White House,Ambassador of Estonia to the US,Lauri Lepik,,,White,White,,Estonia,
2017-09-08,White House,Ambassador of Saint Lucia to the US,Anton Edsel Edmunds,,,,,,Saint Lucia,
2017-09-08,White House,Ambassador of Uganda to the US,Sebujja Mull Katende,,,Black,Black,,Uganda,
2017-09-08,White House,Ambassador of Seychelles to the US,Ronald Jean Jumeau,,,Black,Black,,Seychelles,
2017-09-08,White House,Ambassador of Ireland to the US,Daniel Gerard Mulhall,,,White,White,,Ireland,
2017-09-08,White House,Ambassador of Moldova to the US,Aureliu Ciocoi,,,White,White,,"Moldova, Republic of",
2017-09-08,White House,Ambassador of Sweden to the US,Karin Ulrika Olofsdotter,,,White,White,,Sweden,
2017-09-08,White House,Ambassador of Croatia to the US,Pjer Simunovic,,,White,White,,Croatia,
2017-09-08,White House,Ambassador of Russia to the US,Anatoly Ivanovich Anatov,,,White,White,,Russian Federation,
2017-09-08,By phone,Crown Prince of Saudi Arabia,Mohammad bin Salman Al Saud,Foreign leader,,White,White,,Saudi Arabia,
2017-09-08,By phone,Crown Prince of Abu Dhabi,Mohammed bin Zayed bin Sultan Al-Nahyan,Foreign leader,,White,White,,United Arab Emirates,
2017-09-08,By phone,Emir of Qatar,Tamim bin Hamad Al Thani,Foreign leader,,White,White,,Qatar,
2017-09-08,By phone,President of France,Emmanuel Macron,Foreign leader,,White,White,,France,
2017-09-09,By phone,President of Turkey,Recep Tayyip Erdogan,Foreign leader,,White,White,,Turkey,
2017-09-10,Camp David,Secretary of Labor,Alexander Acosta,Cabinet member,,Hispanic,Hispanic,Republican,,
2017-09-10,Camp David,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-09-10,Camp David,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-09-10,Camp David,Secretary of Veterans Affairs,David Shulkin,Cabinet member,,White,White,,,
2017-09-10,By phone,Governor of Alabama,Kay Ivey,U.S. politician,,White,White,Republican,,
2017-09-10,By phone,Governor of Georgia,Nathan Deal,U.S. politician,,White,White,Republican,,
2017-09-10,By phone,Governor of South Carolina,Henry McMaster,U.S. politician,,White,White,Republican,,
2017-09-10,By phone,Governor of Tennessee,Bill Haslam,U.S. politician,,White,White,Republican,,
2017-09-10,Video conference,Acting Secretary of Homeland Security,Elaine Duke,Cabinet member,,White,White,,,
2017-09-10,White House,Pittsburgh Penguins Co-Owner,Ron Burkle,Celebrity/athlete,,White,White,,,
2017-09-12,White House,Prime Minister of Malaysia,Najib Razak,Foreign leader,,Asian,Asian,,Malaysia,
2017-09-12,White House,Malaysia Minister of Foreign Affairs,Anifah Aman,,,Asian,Asian,,Malaysia,
2017-09-12,White House,Malaysia Minister of International Trade and Industry,Mustapa Mohamed,,,Asian,Asian,,Malaysia,
2017-09-12,White House,Chief Secretary to the Government of Malaysia,Ali Hamsa,,,Asian,Asian,,Malaysia,
2017-09-12,White House,Malaysia's Ambassador to the United States,Zulhasnan Rafique,,,Asian,Asian,,Malaysia,
2017-09-12,White House,Malaysia Secretary-General of Ministry of Foreign Affairs,Ramlan Ibrahim,,,Asian,Asian,,Malaysia,
2017-09-12,White House,Director-General of Malaysia National Security Council,Zulkifeli bin Mohd Zin,,,Asian,Asian,,Malaysia,
2017-09-12,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-09-12,By phone,Crown Prince of the United Arab Emirates,Mohammed bin Zayed bin Sultan Al-Nahyan,Foreign leader,,White,White,,United Arab Emirates,
2017-09-12,White House,North Dakota Senator,Heidi Heitkamp,U.S. politician,,White,White,Democrat,,
2017-09-12,White House,Indiana Senator,Joe Donnelly,U.S. politician,,White,White,Democrat,,
2017-09-12,White House,Utah Senator,Orrin Hatch,U.S. politician,,White,White,Republican,,
2017-09-12,White House,West Virginia Senator,Joe Manchin,U.S. politician,,White,White,Democrat,,
2017-09-12,White House,South Dakota Senator,John Thune,U.S. politician,,White,White,Republican,,
2017-09-12,White House,Pennsylvania Senator,Pat Toomey,U.S. politician,,White,White,Republican,,
2017-09-12,White House,EPA Administrator,Scott Pruitt,Cabinet member,,White,White,,,
2017-09-12,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-09-12,White House,Senate Minority Leader,Chuck Schumer,U.S. politician,,White,White,Democrat,,
2017-09-12,White House,House Minority Leader,Nancy Pelosi,U.S. politician,,White,White,Democrat,,
2017-09-12,White House,Florida Representative,Stephanie Murphy,U.S. politician,,Asian,Asian,Democrat,,
2017-09-13,White House,South Carolina Senator,Tim Scott,U.S. politician,,Black,Black,Republican,,
2017-09-13,White House,Indiana Representative,Susan Brooks,U.S. politician,,White,White,Republican,,
2017-09-13,White House,Texas Representative,Henry Cuellar,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-09-13,White House,Georgia Representative,Drew Ferguson,U.S. politician,,White,White,Republican,,
2017-09-13,White House,Arizona Representative,Martha McSally,U.S. politician,,White,White,Republican,,
2017-09-13,White House,New York Representative,Josh Gottheimer,U.S. politician,,White,White,Democrat,,
2017-09-13,White House,Florida Representative,Stephanie Murphy,U.S. politician,,Asian,Asian,Democrat,,
2017-09-13,White House,Minnesota Representative,Collin Peterson,U.S. politician,,White,White,Democrat,,
2017-09-13,White House,New York Representative,Tom Reed,U.S. politician,,White,White,Republican,,
2017-09-13,White House,Oregon Representative,Kurt Schrader,,,White,White,Democrat,,
2017-09-13,White House,Arizona Representative,Kyrsten Sinema,U.S. politician,,White,White,Democrat,,
2017-09-13,White House,New York Representative,Thomas Suozzi,U.S. politician,,White,White,Democrat,,
2017-09-13,White House,Pennsylvania Representative,GT Thompson,U.S. politician,,White,White,Republican,,
2017-09-13,White House,Vermont Representative,Peter Welch,U.S. politician,,White,White,Democrat,,
2017-09-13,White House,Senate Minority Leader,Chuck Schumer,U.S. politician,,White,White,Democrat,,
2017-09-13,White House,House Minority Leader,Nancy Pelosi,U.S. politician,,White,White,Democrat,,
2017-09-14,By phone,Speaker of the House,Paul Ryan,U.S. politician,,White,White,Republican,,
2017-09-14,By phone,Senate Majority Leader,Mitch McConnell,U.S. politician,,White,White,Republican,,
2017-09-14,"Fort Myers, FL",Florida Attorney General,Pam Bondi,U.S. politician,,White,White,Republican,,
2017-09-14,Florida,Governor of Florida,Rick Scott,U.S. politician,,White,White,Republican,,
2017-09-14,Florida,Florida Senator,Marco Rubio,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-09-14,Florida,Secretary of Energy,Rick Perry,Cabinet member,,White,White,,,
2017-09-14,Florida,Acting Secretary of Homeland Security,Elaine Duke,Cabinet member,,White,White,,,
2017-09-14,Florida,Small Business Adminstrator,Linda McMahon,Cabinet member,,White,White,,,
2017-09-14,Florida,Florida Representative,Mario Diaz-Balart,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-09-14,By phone,President of Mexico,Enrique  Peña Nieto,Foreign leader,,Hispanic,Hispanic,,Mexico,
2017-09-15,White House,,Frank Giaccio,,,White,White,,,The kid who mowed the White House lawn
2017-09-15,By phone,Prime Minister of Britain,Theresa May,Foreign leader,,White,White,,United Kingdom,
2017-09-15,White House,Tennessee Senator,Bob Corker,U.S. politician,,White,White,Republican,,
2017-09-17,By phone,President of the Republic of Korea,Moon Jae-in,Foreign leader,,Asian,Asian,,"Korea, Republic of",
2017-09-18,By phone,President of China,Xi Jinping,Foreign leader,,Asian,Asian,,China,
2017-09-18,New York City,Prime Minister of Israel,Benjamin Netanyahu,Foreign leader,,White,White,,Israel,
2017-09-18,New York City,President of France,Emmanuel Macron,Foreign leader,,White,White,,France,
2017-09-18,New York City,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-09-18,New York City,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-09-18,New York City,Vice President of Argentina,Gabriela Michetti,,,Hispanic,Hispanic,,Argentina,
2017-09-18,New York City,Foreign Minister of Argentina,Jorge Faurie,,,Hispanic,Hispanic,,Argentina,
2017-09-18,White House,Argentina Senate Director General of International Affairs,Jose Ortiz Amaya,,,Hispanic,Hispanic,,Argentina,
2017-09-18,New York City,President of Panama,Juan Carlos Varela Rodriguez,Foreign leader,,Hispanic,Hispanic,,Panama,
2017-09-18,New York City,Vice President of Panama,Isabel Saint Malo,,,Hispanic,Hispanic,,Panama,
2017-09-18,New York City,Panama Minister of Economy and Finance,Dulcidia De La Guardia,,,Hispanic,Hispanic,,Panama,
2017-09-18,New York City,Panama Vice Minister of Foreign Affairs,Luis Miguel Hincapie,,,Hispanic,Hispanic,,Panama,
2017-09-18,New York City,President of Brazil,Michel Temer,Foreign leader,,Hispanic,Hispanic,,Brazil,
2017-09-18,New York City,Brazil Minister of Foreign Affairs,Aloysio Nunes Ferreira,,,Hispanic,Hispanic,,Brazil,
2017-09-18,New York City,Special Adviser to the President of Brazil,Claudio Frederico de Matos Arruda,,,Hispanic,Hispanic,,Brazil,
2017-09-18,New York City,Brazil Ambassador to the U.S.,Sergio Amaral,,,Hispanic,Hispanic,,Brazil,
2017-09-18,New York City,President of Colombia,Juan Manuel Santos,Foreign leader,,Hispanic,Hispanic,,Colombia,
2017-09-19,New York City,Emir of Qatar,Tamim bin Hamad Al Thani,Foreign leader,,White,White,,Qatar,
2017-09-19,New York City,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-09-19,New York City,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-09-19,New York City,Qatar Foreign Minister,Mohammed bin Abdulrahman Al Thani,,,Asian,Asian,,Qatar,
2017-09-19,New York City,Qatar Secretary for Investment Affairs,Mohamed bin Hamad Al Thani,,,Asian,Asian,,Qatar,
2017-09-19,New York City,Qatar Chief of the Amiri Diwan,Khalid bin Khalifa Al Thani,,,Asian,Asian,,Qatar,
2017-09-19,New York City,Qatar Ambassador to the US,Mishal bin Hamad Al Thani,,,Asian,Asian,,Qatar,
2017-09-19,New York City,Qatar Representative to the United Nations,Alya bint Ahmad Al Thani,,,Asian,Asian,,Qatar,
2017-09-19,New York City,United Nations Secretary-General,Antonio Guterres,,,,,,Portugal,
2017-09-19,New York City,President of the UN General Assembly,Miroslav Lajcak,,,White,White,,Portugal,
2017-09-20,New York City,King of Jordan,King Abdullah,Foreign leader,,White,White,,Jordan,
2017-09-20,New York City,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-09-20,New York City,President of Palestinian Authority,Mahmoud Abbas,Foreign leader,,White,White,,,
2017-09-20,New York City,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-09-20,New York City,President of Cote d'Ivoire,Alassane Ouattara,Foreign leader,,Black,Black,,Côte d'Ivoire,
2017-09-20,New York City,Côte d'Ivoire Minister of Foreign Affairs,Marcel Amon-Tanoh,,,Black,Black,,Côte d'Ivoire,
2017-09-20,New York City,Prime Minister of Ethiopia,Hailemariam Desalegn,Foreign leader,,Black,Black,,Ethiopia,
2017-09-20,New York City,Ethiopia Minister of Foreign Affairs,Workeneh Gebeyehu,,,Black,Black,,Ethiopia,
2017-09-20,New York City,President of Ghana,Nana Addo Dankwa AkufoAddo,Foreign leader,,Black,Black,,Ghana,
2017-09-20,New York City,Ghana Minister of Foreign Affairs,Shirley Ayorkor Botchway,,,Black,Black,,Ghana,
2017-09-20,New York City,President of Guinea,Alpha Conde,Foreign leader,,Black,Black,,Guinea,
2017-09-20,New York City,Guinea Minister of Foreign Affairs,Mamadi Toure,,,Black,Black,,Guinea,
2017-09-20,New York City,President of Namibia,Hage G Geingob,Foreign leader,,Black,Black,,Namibia,
2017-09-20,New York City,Prime Minister of Namibia,Netumbo Nandi-Ndaitwah,,,Black,Black,,Namibia,
2017-09-20,New York City,President of Nigeria,Muhammadu Buhari,Foreign leader,,Black,Black,,Nigeria,
2017-09-20,New York City,Nigeria Minister of Foreign Affairs,Geoffrey Onyeama,,,Black,Black,,Nigeria,
2017-09-20,New York City,President of Senegal,Macky Sall,Foreign leader,,Black,Black,,Senegal,
2017-09-20,New York City,Senegal Minister of Foreign Affairs,Sidiki Kaba,,,Black,Black,,Senegal,
2017-09-20,New York City,President of South Africa,Jacob Zuma,Foreign leader,,Black,Black,,South Africa,
2017-09-20,New York City,South Africa Minister of International Relations,Maite Nkoana-Mashabane,,,Black,Black,,South Africa,
2017-09-20,New York City,President of Uganda,Yowri Museveni,Foreign leader,,Black,Black,,Uganda,
2017-09-20,New York City,Uganda Minister of Foreign Affairs,Sam Kutesa,,,Black,Black,,Uganda,
2017-09-20,New York City,Prime Minister of Britain,Theresa May,Foreign leader,,White,White,,United Kingdom,
2017-09-20,By phone,President of Mexico,Enrique  Peña Nieto,Foreign leader,,Hispanic,Hispanic,,Mexico,
2017-09-20,New York City,President of Egypt,Abdel Fattah el-Sisi,Foreign leader,,White,White,,Egypt,
2017-09-21,New York City,President of Afghanistan,Ashraf Ghani,Foreign leader,,White,White,,Afghanistan,
2017-09-21,New York City,President of Ukraine,Petro Poroshenko,Foreign leader,,White,White,,Ukraine,
2017-09-21,New York City,President of the Republic of Korea,Moon Jae-in,Foreign leader,,Asian,Asian,,"Korea, Republic of",
2017-09-21,By phone,Texas Governor,Greg Abbott,U.S. politician,,White,White,Republican,,
2017-09-21,By phone,Governor of Florida,Rick Scott,U.S. politician,,White,White,Republican,,
2017-09-21,New York City,South Korea Minister of Foreign Affairs,Kang Kyung-wha,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,South Korea Director of National Security,Chung Eui-yong,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,South Korea Presidential Spokesperson,Park Soo-hyun,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,South Korea Deputy Prime Minister,Kim Dong-yeon,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,South Korea Chief of Staff for Policy,Jang Ha-Sung,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,South Korea Senior Secretary to the President for Economic Affairs,Hong Jang-pyo,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,Prime Minister of Japan,Shinzō Abe,Foreign leader,,Asian,Asian,,Japan,
2017-09-21,New York City,Japan Foreign Minister,Taro Kono,,,Asian,Asian,,Japan,
2017-09-21,New York City,Japan Deputy Chief Cabinet Secretary,Yasutoshi Nishimura,,,Asian,Asian,,Japan,
2017-09-21,New York City,Japan Ambassador to the US,Kenichiro Sasae,,,Asian,Asian,,Japan,
2017-09-21,New York City,Japan National Security Advisor,Shotaro Yachi,,,Asian,Asian,,Japan,
2017-09-21,New York City,South Korea 2nd Deputy Prime Minister of National Security,Nam Gwan-pyo,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,South Korea Representative to the UN,Cho Tae-yul,,,Asian,Asian,,"Korea, Republic of",
2017-09-21,New York City,President of Turkey,Recep Tayyip Erdogan,Foreign leader,,White,White,,Turkey,
2017-09-21,By phone,Governor of Puerto Rico,Ricardo Roselló,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-09-21,By phone,Governor of the U.S. Virgin Islands,Kenneth Mapp,U.S. politician,,Black,Black,Republican,,
2017-09-22,"Morristown, New Jersey",Alabama Senator,Richard Shelby,U.S. politician,,White,White,Republican,,
2017-09-22,"Huntsville, AL",Alabama Senator,Luther Strange,U.S. politician,,White,White,Republican,,
2017-09-22,By phone,Chancellor of Germany,Angela Merkel,Foreign leader,,White,White,,Germany,
2017-09-24,White House,Marine One pilot,James Thompson,,,White,White,,,
2017-09-25,White House,CEO,Penny Nance,,Concerned Women for America,White,White,,,
2017-09-25,White House,President,Tim Phillips,,Americans for Prosperity,White,White,,,
2017-09-25,White House,Chairman,Matt Schlapp,,American Conservative Union,White,White,,,
2017-09-25,White House,Executive Vice President,Leonard Leo,,Federalist Society,White,White,,,
2017-09-25,White House,Former Executive Director of the Christian Coalition,Ralph Reed,,,White,White,,,
2017-09-25,White House,President,Marjorie Dannenfelser,,Susan B. Anthony List,White,White,,,
2017-09-25,White House,Founder and Acting President,Ed Feulner,,Heritage Foundation,White,White,,,
2017-09-25,White House,Vice President of External Relations,Tim Goeglein,,Focus on the Family,White,White,,,
2017-09-25,White House,Executive Director,Bob McEwen,Former U.S. official,Council for National Policy,White,White,,,
2017-09-25,White House,Secretary of Education,Betsy DeVos,Cabinet member,,White,White,Republican,,
2017-09-25,White House,Secretary of Labor,Alexander Acosta,Cabinet member,,Hispanic,Hispanic,Republican,,
2017-09-25,White House,Alabama Representative,Bradley Byrne,U.S. politician,,White,White,Republican,,
2017-09-25,White House,Indiana Representative,Susan Brooks,U.S. politician,,White,White,Republican,,
2017-09-25,White House,"Texas Representative, Chairman of the House Science Committee",Lamar Smith,U.S. politician,,White,White,Republican,,
2017-09-25,White House,North Carolina Representative,Virginia Foxx,U.S. politician,,White,White,Republican,,
2017-09-25,White House,California Representative,Mimi Walters,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Texas Representative,Kevin Brady,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Texas Representative,Lloyd Doggett,U.S. politician,,White,White,Democrat,,
2017-09-26,White House,New York Representative,Brian Higgins,U.S. politician,,White,White,Democrat,,
2017-09-26,White House,North Carolina Representative,George Holding,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Pennsylvania Representative,Mike Kelly,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Wisconsin Representative,Ron Kind,U.S. politician,,White,White,Democrat,,
2017-09-26,White House,Connecticut Representative,John Larson,U.S. politician,,White,White,Democrat,,
2017-09-26,White House,Texas Representative,Kenny Marchant,Union,,White,White,Republican,,
2017-09-26,White House,Pennsylvania Representative,Patrick Meehan,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Massachusetts Representative,Richard Neal,U.S. politician,,White,White,Democrat,,
2017-09-26,White House,South Dakota Representative,Kristi Noem,U.S. politician,,White,White,Republican,,
2017-09-26,White House,New York Representative,Tom Reed,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Ohio Representative,Jim Renacci,U.S. politician,,White,White,Republican,,
2017-09-26,White House,Illinois Representative,Peter Roskam,U.S. politician,,White,White,Republican,,
2017-09-26,White House,California Representative,Linda Sanchez,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-09-26,White House,Alabama Representative,Terri Sewell,U.S. politician,,Black,Black,Democrat,,
2017-09-26,White House,California Representative,Mike Thompson,U.S. politician,,White,White,Democrat,,
2017-09-26,White House,Prime Minister of Spain,Mariano Rajoy,Foreign leader,,White,White,,Spain,
2017-09-26,White House,Spain Minister of Foreign Affairs,Alfonso Dastis,,,White,White,,Spain,
2017-09-26,White House,Spain Secretary of State of Communication,Carmen Martìnez Castro,,,White,White,,Spain,
2017-09-26,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-09-26,White House,Acting Secretary of Homeland Security,Elaine Duke,Cabinet member,,White,White,,,
2017-09-26,White House,Secretary of Health and Human Services,Tom Price,Cabinet member,,White,White,,,
2017-09-26,White House,Secretary of Energy,Rick Perry,Cabinet member,,White,White,,,
2017-09-26,White House,Secretary of the Interior,Ryan Zinke,Cabinet member,,White,White,,,
2017-09-26,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-09-26,White House,Secretary of Labor,Alexander Acosta,Cabinet member,,Hispanic,Hispanic,Republican,,
2017-09-26,White House,Secretary of Transportation,Elaine Chao,Cabinet member,,Asian,Asian,Republican,,
2017-09-26,White House,EPA Administrator,Scott Pruitt,Cabinet member,,White,White,,,
2017-09-26,Video conference,Governor of Puerto Rico,Ricardo Roselló,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-09-26,White House,Pennsylvania Representative,Patrick Meehan,U.S. politician,,White,White,Republican,,
2017-09-27,Indianapolis,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-09-27,Indianapolis,Indiana Senator,Todd Young,U.S. politician,,White,White,Republican,,
2017-09-27,Indianapolis,Indiana Senator,Joe Donnelly,U.S. politician,,White,White,Democrat,,
2017-09-27,Indianapolis,Indiana Representative,Susan Brooks,U.S. politician,,White,White,Republican,,
2017-09-27,Indianapolis,Indiana Representative,Jackie Walorski,U.S. politician,,White,White,Republican,,
2017-09-27,By phone,Resident Commissioner of Puerto Rico,Jenniffer Gonzalez-Colon,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-09-28,By phone,Chancellor of Germany,Angela Merkel,Foreign leader,,White,White,,Germany,
2017-09-29,Mandarin Oriental,President and CEO,Jay Timmons,Executive,National Association of Manufacturers,White,White,,,
2017-09-29,Mandarin Oriental,Chairman and CEO,David Farr,Executive,Emerson Electric,White,White,,,
2017-09-29,White House,Governor of Florida,Rick Scott,U.S. politician,,White,White,Republican,,
2017-09-30,By phone,Former Governor of Puerto Rico,Luis Fortuo,U.S. politician,,Hispanic,Hispanic,,,
2017-09-30,By phone,Governor of Puerto Rico,Ricardo Roselló,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-09-30,By phone,Governor of the U.S. Virgin Islands,Kenneth Mapp,U.S. politician,,Black,Black,Republican,,
2017-09-30,By phone,Resident Commissioner of Puerto Rico,Jenniffer Gonzalez-Colon,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-10-01,Liberty National Golf Club,PGA Tour Commissioner,Jay Monahan,,,White,White,,,
2017-10-02,By phone,Prime Minister of Britain,Theresa May,Foreign leader,,White,White,,United Kingdom,
2017-10-02,White House,Prime Minister of Thailand,Prayut Chan-o-cha,Foreign leader,,Asian,Asian,,Thailand,
2017-10-02,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-10-02,By phone,Prime Minister of Canada,Justin Trudeau,Foreign leader,,White,White,,Canada,
2017-10-02,White House,Governor of Kentucky,Matt Bevin,U.S. politician,,White,White,Republican,,
2017-10-02,White House,Governor of Mississippi,Phil Bryant,U.S. politician,,White,White,Republican,,
2017-10-02,White House,Maine Governor,Paul LePage,U.S. politician,,White,White,Republican,,
2017-10-02,White House,Governor of New Hampshire,Chris Sununu,U.S. politician,,White,White,Republican,,
2017-10-02,By phone,Nevada Governor,Brian Sandoval,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-10-02,By phone,Las Vegas Mayor,Carolyn Goodman,U.S. politician,,White,White,Independent,,
2017-10-02,By phone,Clark County Sheriff,Joe Lombardo,U.S. politician,,White,White,Republican,,
2017-10-03,Puerto Rico,Secretary of Energy,Rick Perry,Cabinet member,,White,White,,,
2017-10-03,Puerto Rico,Governor of Puerto Rico,Ricardo Roselló,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-10-03,Puerto Rico,San Juan Mayor,Carmen Yulín Cruz,U.S. politician,,,,Democrat,,
2017-10-03,Puerto Rico,Resident Commissioner of Puerto Rico,Jenniffer Gonzalez-Colon,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-10-03,Puerto Rico,Governor of the U.S. Virgin Islands,Kenneth Mapp,U.S. politician,,Black,Black,Republican,,
2017-10-03,Puerto Rico,Navy Rear Admiral,Jeffrey Hughes,,,White,White,,,
2017-10-03,Puerto Rico,Small Business Adminstrator,Linda McMahon,Cabinet member,,White,White,,,
2017-10-03,Puerto Rico,EPA Administrator,Scott Pruitt,Cabinet member,,White,White,,,
2017-10-04,Las Vegas,California Representative,Kevin McCarthy,U.S. politician,,White,White,Republican,,
2017-10-04,Las Vegas,Nevada Representative,Mark Amodei,U.S. politician,,White,White,Republican,,
2017-10-04,Las Vegas,Nevada Senator,Dean Heller,U.S. politician,,White,White,Republican,,
2017-10-04,Las Vegas,Nevada Governor,Brian Sandoval,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-10-04,Las Vegas,Las Vegas Mayor,Carolyn Goodman,U.S. politician,,White,White,Independent,,
2017-10-04,Las Vegas,Clark County Sheriff,Joe Lombardo,U.S. politician,,White,White,Republican,,
2017-10-04,By phone,President of Mexico,Enrique  Peña Nieto,Foreign leader,,Hispanic,Hispanic,,Mexico,
2017-10-04,By phone,Prime Minister of Japan,Shinzō Abe,Foreign leader,,Asian,Asian,,Japan,
2017-10-04,Las Vegas,Nevada Senator,Catherine Cortez Masto,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-10-04,Las Vegas,Nevada Attorney General,Adam Laxalt,U.S. politician,,White,White,Republican,,
2017-10-04,Las Vegas,Las Vegas Metropolitan Police Officer,Tyler Peterson,,,,,,,
2017-10-04,Las Vegas,Las Vegas Metropolitan Police Officer,Tana Gurule,,,,,,,
2017-10-04,Las Vegas,U.S. Army Videographer,Aaron Stalker,,,White,White,,,Las Vegas Shooting First Responder
2017-10-04,Las Vegas,,Brady Cook,,,,,,,Las Vegas Shooting Victim
2017-10-04,Las Vegas,,Natalie Vanderstay,,,,,,,Las Vegas Shooting Victim
2017-10-04,Las Vegas,,Michael McDaniel,,,,,,,Las Vegas Shooting Victim
2017-10-04,Las Vegas,,Jenna Rushton,,,,,,,Las Vegas Shooting Victim
2017-10-04,Las Vegas,,Tiffany Huizar,,,,,,,Las Vegas Shooting Victim
2017-10-04,Las Vegas,,Clint Burton,,,,,,,Las Vegas Shooting Victim
2017-10-04,Las Vegas,,Danae Gibbs,,,,,,,Las Vegas Shooting Victim
2017-10-05,White House,Arkansas Senator,Tom Cotton,U.S. politician,,White,White,Republican,,
2017-10-06,White House,Secretary of Labor,Alexander Acosta,Cabinet member,,Hispanic,Hispanic,Republican,,
2017-10-06,White House,Musician,Julissa Arce Rivera,Celebrity/athlete,,Hispanic,Hispanic,,,Puerto-Rican
2017-10-06,White House,Florida Representative,Carlos Curbelo,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-10-06,White House,Former New Hampshire State Representative,Marilinda Garcia,Former U.S. official,,Hispanic,Hispanic,Republican,,
2017-10-06,White House,Virginia Republican Party Central Committee Member,Fredy Burgos,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-10-06,White House,President and CEO,Jay Timmons,Executive,National Association of Manufacturers,White,White,,,
2017-10-06,White House,Marlin Steel Wire Forming Manager,Nathan Myers,,,,,,,National Manufacturing Day
2017-10-06,White House,Marlin Steel Special Products Manager,Molly Flax,,,,,,,Manufacturers gathering
2017-10-06,White House,Warwood Tool Vice President,Phillip Carl,,,,,,,Manufacturers gathering
2017-10-06,White House,CEO,Michael Carl,Executive,Warwood Tool,,,,,Manufacturing gathering
2017-10-06,White House,President,Logan Hartle,,Warwood Tool,,,,,Manufacturing gathering
2017-10-06,White House,International Sales Coordinator,Jordan O'Neill,,"BTE Technologies, Inc.",,,,,Manufacturers gathering
2017-10-06,White House,Mechanical Technician,Trey Blair,,"BTE Technologies, Inc.",,,,,Manufacturers gathering
